sample;year;decade;intensity;duration;interval;lat;long;region;site
MJ_Northeast_2023;2023;2020;;;;-5.399;-35.29;Northeast;MJ
CB_Northeast_2023;2023;2020;;;;-7.076;-34.823;Northeast;CB
PR_Northeast_2023;2023;2020;;;;-8.51;-34.983;Northeast;PR
CC_Northeast_2023;2023;2020;;;;-9.022;-35.191;Northeast;CC
NGARS_North_2023;2023;2020;10.22;131;267;4.838;-50.129;North;NGARS
CGARS_North_2023;2023;2020;12.71;49;315;2.242;-47.39;North;CGARS
SGARS_North_2023;2023;2020;8.2;25;1055;0.042;-44.159;North;SGARS
PML_North_2023;2023;2020;8.03;27;1051;-0.759;-42.128;North;PML
FR_North_2023;2023;2020;4.63;8;1077;-3.575;-38.4;North;FR
TMV_ILOC_2023;2023;2020;;;;-20.497;-29.319;ILOC;TMV
ROC_ILOC_2023;2023;2020;;;;-3.846;-33.806;ILOC;ROC
FN_ILOC_2023;2023;2020;;;;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_2023;2023;2020;5.11;19;1086;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_2023;2023;2020;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_2023;2023;2020;;;;-15.906;-5.728;ILOC;SH
TSB_East_2023;2023;2020;8.05;44;327;-12.858;-38.609;East;TSB
CA_East_2023;2023;2020;;;;-16.233;-38.936;East;CA
RCB_East_2023;2023;2020;9.72;36;326;-15.993;-38.576;East;RCB
RF_East_2023;2023;2020;;;;-16.404;-38.96;East;RF
IT_East_2023;2023;2020;;;;-16.978;-39.067;East;IT
ABA_East_2023;2023;2020;;;;-17.973;-38.711;East;ABA
PP_East_2023;2023;2020;;;;-17.672;-38.99;East;PP
TBB_East_2023;2023;2020;;;;-17.606;-39.048;East;TBB
ST_Africa_2023;2023;2020;;;;0.396;6.829;Africa;ST
WIC_Africa_2023;2023;2020;;;;4.573;-6.814;Africa;WIC
LR_Africa_2023;2023;2020;;;;0.698;9.263;Africa;LR
WG_Africa_2023;2023;2020;;;;5.045;1.222;Africa;WG
IR_South_2024;2024;2020;;;;-20.69;-40.387;South;IR
AC_South_2024;2024;2020;;;;-22.978;-42;South;AC
UBT_South_2024;2024;2020;10.1;47;316;-23.532;-45.081;South;UBT
ALC_South_2024;2024;2020;7.45;32;333;-24.091;-45.681;South;ALC
QG_South_2024;2024;2020;11.48;48;688;-24.4875;-46.68;South;QG
GAL_South_2024;2024;2020;16.1;62;299;-27.259;-48.371;South;GAL
MJ_Northeast_2024;2024;2020;21.46;115;666;-5.399;-35.29;Northeast;MJ
CB_Northeast_2024;2024;2020;21.67;113;644;-7.076;-34.823;Northeast;CB
PR_Northeast_2024;2024;2020;20.03;79;1394;-8.51;-34.983;Northeast;PR
CC_Northeast_2024;2024;2020;20.58;71;1422;-9.022;-35.191;Northeast;CC
NGARS_North_2024;2024;2020;15.44;100;214;4.838;-50.129;North;NGARS
CGARS_North_2024;2024;2020;19.66;157;216;2.242;-47.39;North;CGARS
SGARS_North_2024;2024;2020;20.02;101;274;0.042;-44.159;North;SGARS
PML_North_2024;2024;2020;19.45;94;284;-0.759;-42.128;North;PML
FR_North_2024;2024;2020;20.76;120;253;-3.575;-38.4;North;FR
TMV_ILOC_2024;2024;2020;10.6;33;1799;-20.497;-29.319;ILOC;TMV
ROC_ILOC_2024;2024;2020;19.27;71;1394;-3.846;-33.806;ILOC;ROC
FN_ILOC_2024;2024;2020;17.96;67;1410;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_2024;2024;2020;15.41;91;307;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_2024;2024;2020;17.25;63;;-7.916;-14.416;ILOC;AI
SH_ILOC_2024;2024;2020;11.37;44;713;-15.906;-5.728;ILOC;SH
TSB_East_2024;2024;2020;18.89;93;281;-12.858;-38.609;East;TSB
CA_East_2024;2024;2020;8.3;36;730;-16.233;-38.936;East;CA
RCB_East_2024;2024;2020;18.49;76;322;-15.993;-38.576;East;RCB
RF_East_2024;2024;2020;7.61;33;730;-16.404;-38.96;East;RF
IT_East_2024;2024;2020;7.79;34;730;-16.978;-39.067;East;IT
ABA_East_2024;2024;2020;6.9;22;1820;-17.973;-38.711;East;ABA
PP_East_2024;2024;2020;5.71;12;1830;-17.672;-38.99;East;PP
TBB_East_2024;2024;2020;4.77;7;1826;-17.606;-39.048;East;TBB
ST_Africa_2024;2024;2020;12.86;62;10535;0.396;6.829;Africa;ST
WIC_Africa_2024;2024;2020;11.21;37;5075;4.573;-6.814;Africa;WIC
LR_Africa_2024;2024;2020;12.33;87;10536;0.698;9.263;Africa;LR
WG_Africa_2024;2024;2020;14.48;56;5056;5.045;1.222;Africa;WG
